Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,Request day
2040,Airport,143.0,Trip Completed,2016-12-07 14:25:00,2016-12-07 14:57:00,14,Wednesday
243,City,144.0,Trip Completed,2016-11-07 06:34:00,2016-11-07 07:09:00,6,Monday
296,Airport,144.0,Trip Completed,2016-11-07 07:12:00,2016-11-07 07:54:00,7,Monday
677,City,144.0,Trip Completed,2016-11-07 13:26:00,2016-11-07 13:58:00,13,Monday
1360,City,144.0,Trip Completed,2016-11-07 23:54:00,2016-12-07 01:09:00,23,Monday
1916,Airport,144.0,Trip Completed,2016-12-07 10:43:00,2016-12-07 11:11:00,10,Wednesday
2397,City,144.0,Trip Completed,2016-12-07 19:45:00,2016-12-07 20:19:00,19,Wednesday
998,Airport,145.0,Trip Completed,2016-11-07 19:01:00,2016-11-07 19:48:00,19,Monday
1281,Airport,145.0,Trip Completed,2016-11-07 22:12:00,2016-11-07 22:51:00,22,Monday
2045,Airport,145.0,Trip Completed,2016-12-07 14:43:00,2016-12-07 15:06:00,14,Wednesday
2424,City,145.0,Trip Completed,2016-12-07 20:03:00,2016-12-07 21:04:00,20,Wednesday
318,City,146.0,Trip Completed,2016-11-07 07:28:00,2016-11-07 08:43:00,7,Monday
557,City,146.0,Trip Completed,2016-11-07 10:15:00,2016-11-07 11:10:00,10,Monday
2034,Airport,146.0,Trip Completed,2016-12-07 14:16:00,2016-12-07 15:20:00,14,Wednesday
2392,City,146.0,Trip Completed,2016-12-07 19:50:00,2016-12-07 21:04:00,19,Wednesday
1827,Airport,147.0,Trip Completed,2016-12-07 09:35:00,2016-12-07 10:24:00,9,Wednesday
2095,City,147.0,Trip Completed,2016-12-07 15:56:00,2016-12-07 16:43:00,15,Wednesday
429,City,148.0,Trip Completed,2016-11-07 08:54:00,2016-11-07 09:47:00,8,Monday
2681,Airport,148.0,Trip Completed,2016-12-07 00:10:00,2016-12-07 01:06:00,0,Wednesday
311,Airport,149.0,Trip Completed,2016-11-07 07:27:00,2016-11-07 08:08:00,7,Monday
928,City,149.0,Trip Completed,2016-11-07 18:29:00,2016-11-07 19:15:00,18,Monday
1468,City,149.0,Trip Completed,2016-12-07 05:09:00,2016-12-07 06:06:00,5,Wednesday
2677,City,149.0,Trip Completed,2016-12-07 23:54:00,,23,Wednesday
48,City,150.0,Trip Completed,2016-11-07 03:14:00,2016-11-07 04:19:00,3,Monday
838,City,150.0,Trip Completed,2016-11-07 17:43:00,2016-11-07 18:41:00,17,Monday
1657,Airport,150.0,Trip Completed,2016-12-07 07:29:00,2016-12-07 08:12:00,7,Wednesday
2032,Airport,150.0,Trip Completed,2016-12-07 14:14:00,2016-12-07 15:20:00,14,Wednesday
797,City,151.0,Trip Completed,2016-11-07 17:16:00,2016-11-07 18:12:00,17,Monday
1564,City,151.0,Trip Completed,2016-12-07 06:18:00,2016-12-07 07:14:00,6,Wednesday
2075,City,151.0,Trip Completed,2016-12-07 15:31:00,2016-12-07 16:47:00,15,Wednesday
451,City,152.0,Trip Completed,2016-11-07 09:10:00,2016-11-07 10:10:00,9,Monday
588,City,152.0,Trip Completed,2016-11-07 11:20:00,2016-11-07 11:53:00,11,Monday
671,Airport,152.0,Trip Completed,2016-11-07 13:16:00,2016-11-07 14:08:00,13,Monday
1369,Airport,152.0,Trip Completed,2016-12-07 00:15:00,2016-12-07 00:53:00,0,Wednesday
1688,City,152.0,Trip Completed,2016-12-07 07:51:00,2016-12-07 08:21:00,7,Wednesday
704,Airport,153.0,Trip Completed,2016-11-07 14:12:00,2016-11-07 15:06:00,14,Monday
785,City,153.0,Trip Completed,2016-11-07 16:49:00,2016-11-07 17:24:00,16,Monday
2631,Airport,153.0,Trip Completed,2016-12-07 22:18:00,2016-12-07 23:07:00,22,Wednesday
604,City,154.0,Trip Completed,2016-11-07 11:44:00,2016-11-07 12:49:00,11,Monday
1464,Airport,154.0,Trip Completed,2016-12-07 05:03:00,2016-12-07 06:03:00,5,Wednesday
1810,City,154.0,Trip Completed,2016-12-07 09:18:00,2016-12-07 09:54:00,9,Wednesday
2009,City,154.0,Trip Completed,2016-12-07 13:25:00,2016-12-07 14:33:00,13,Wednesday
2166,City,154.0,Trip Completed,2016-12-07 17:30:00,2016-12-07 18:35:00,17,Wednesday
1367,City,155.0,Trip Completed,2016-11-07 00:05:00,2016-11-07 01:06:00,0,Monday
447,City,155.0,Trip Completed,2016-11-07 09:07:00,2016-11-07 09:57:00,9,Monday
1682,City,155.0,Trip Completed,2016-12-07 07:47:00,2016-12-07 08:38:00,7,Wednesday
2043,Airport,155.0,Trip Completed,2016-12-07 14:30:00,2016-12-07 15:21:00,14,Wednesday
438,City,156.0,Trip Completed,2016-11-07 09:05:00,2016-11-07 10:14:00,9,Monday
636,City,156.0,Trip Completed,2016-11-07 12:25:00,2016-11-07 13:09:00,12,Monday
1938,Airport,156.0,Trip Completed,2016-12-07 11:21:00,2016-12-07 12:03:00,11,Wednesday
2129,Airport,156.0,Trip Completed,2016-12-07 17:06:00,2016-12-07 18:18:00,17,Wednesday
143,Airport,157.0,Trip Completed,2016-11-07 05:24:00,2016-11-07 06:01:00,5,Monday
784,City,157.0,Trip Completed,2016-11-07 16:50:00,2016-11-07 17:23:00,16,Monday
1020,Airport,157.0,Trip Completed,2016-11-07 19:17:00,2016-11-07 20:08:00,19,Monday
1262,Airport,158.0,Trip Completed,2016-11-07 22:00:00,2016-11-07 23:04:00,22,Monday
1600,City,158.0,Trip Completed,2016-12-07 06:39:00,2016-12-07 07:13:00,6,Wednesday
2016,City,158.0,Trip Completed,2016-12-07 13:34:00,2016-12-07 14:36:00,13,Wednesday
2370,Airport,158.0,Trip Completed,2016-12-07 19:37:00,2016-12-07 20:11:00,19,Wednesday
398,City,159.0,Trip Completed,2016-11-07 08:26:00,2016-11-07 09:32:00,8,Monday
2163,Airport,159.0,Trip Completed,2016-12-07 17:30:00,2016-12-07 18:07:00,17,Wednesday
223,Airport,160.0,Trip Completed,2016-11-07 06:13:00,2016-11-07 07:05:00,6,Monday
680,City,160.0,Trip Completed,2016-11-07 13:30:00,2016-11-07 14:38:00,13,Monday
887,Airport,160.0,Trip Completed,2016-11-07 18:10:00,2016-11-07 18:47:00,18,Monday
1689,Airport,160.0,Trip Completed,2016-12-07 07:51:00,2016-12-07 08:32:00,7,Wednesday
1939,City,160.0,Trip Completed,2016-12-07 11:18:00,2016-12-07 11:54:00,11,Wednesday
2182,City,160.0,Trip Completed,2016-12-07 17:42:00,2016-12-07 18:30:00,17,Wednesday
163,City,161.0,Trip Completed,2016-11-07 05:35:00,2016-11-07 06:49:00,5,Monday
706,Airport,161.0,Trip Completed,2016-11-07 14:12:00,2016-11-07 15:27:00,14,Monday
1214,Airport,161.0,Trip Completed,2016-11-07 21:30:00,2016-11-07 21:57:00,21,Monday
1399,City,161.0,Trip Completed,2016-12-07 02:35:00,2016-12-07 03:42:00,2,Wednesday
1574,Airport,161.0,Trip Completed,2016-12-07 06:26:00,2016-12-07 07:15:00,6,Wednesday
1870,City,161.0,Trip Completed,2016-12-07 10:01:00,2016-12-07 10:42:00,10,Wednesday
2267,Airport,161.0,Trip Completed,2016-12-07 18:33:00,2016-12-07 19:36:00,18,Wednesday
2658,Airport,161.0,Trip Completed,2016-12-07 23:18:00,,23,Wednesday
445,City,162.0,Trip Completed,2016-11-07 09:06:00,2016-11-07 10:05:00,9,Monday
1100,Airport,162.0,Trip Completed,2016-11-07 20:10:00,2016-11-07 20:52:00,20,Monday
1961,City,162.0,Trip Completed,2016-12-07 11:53:00,2016-12-07 12:27:00,11,Wednesday
675,City,163.0,Trip Completed,2016-11-07 13:24:00,2016-11-07 13:55:00,13,Monday
1996,Airport,163.0,Trip Completed,2016-12-07 12:57:00,2016-12-07 14:06:00,12,Wednesday
2510,City,163.0,Trip Completed,2016-12-07 21:01:00,2016-12-07 21:50:00,21,Wednesday
602,City,164.0,Trip Completed,2016-11-07 11:38:00,2016-11-07 12:57:00,11,Monday
981,City,164.0,Trip Completed,2016-11-07 19:01:00,2016-11-07 19:39:00,19,Monday
1317,Airport,164.0,Trip Completed,2016-11-07 22:57:00,2016-11-07 23:52:00,22,Monday
2112,Airport,164.0,Trip Completed,2016-12-07 16:32:00,2016-12-07 17:03:00,16,Wednesday
2365,City,164.0,Trip Completed,2016-12-07 19:34:00,2016-12-07 20:12:00,19,Wednesday
741,Airport,165.0,Trip Completed,2016-11-07 15:39:00,2016-11-07 16:27:00,15,Monday
1873,City,165.0,Trip Completed,2016-12-07 09:59:00,2016-12-07 10:44:00,9,Wednesday
2134,Airport,165.0,Trip Completed,2016-12-07 17:14:00,2016-12-07 17:44:00,17,Wednesday
248,City,166.0,Trip Completed,2016-11-07 06:38:00,2016-11-07 07:45:00,6,Monday
1321,Airport,166.0,Trip Completed,2016-11-07 23:01:00,2016-12-07 00:05:00,23,Monday
1997,City,166.0,Trip Completed,2016-12-07 13:02:00,2016-12-07 13:57:00,13,Wednesday
2544,City,166.0,Trip Completed,2016-12-07 21:22:00,2016-12-07 21:51:00,21,Wednesday
500,Airport,167.0,Trip Completed,2016-11-07 09:38:00,2016-11-07 10:12:00,9,Monday
1518,City,167.0,Trip Completed,2016-12-07 05:50:00,2016-12-07 06:38:00,5,Wednesday
1679,City,168.0,Trip Completed,2016-12-07 07:46:00,2016-12-07 08:24:00,7,Wednesday
2276,Airport,168.0,Trip Completed,2016-12-07 18:38:00,2016-12-07 19:46:00,18,Wednesday
759,City,169.0,Trip Completed,2016-11-07 16:16:00,2016-11-07 16:47:00,16,Monday
2524,Airport,169.0,Trip Completed,2016-12-07 21:09:00,2016-12-07 21:55:00,21,Wednesday
33,Airport,170.0,Trip Completed,2016-11-07 02:17:00,2016-11-07 03:31:00,2,Monday
699,Airport,171.0,Trip Completed,2016-11-07 14:02:00,2016-11-07 15:02:00,14,Monday
821,City,171.0,Trip Completed,2016-11-07 17:34:00,2016-11-07 17:57:00,17,Monday
2085,City,171.0,Trip Completed,2016-12-07 15:41:00,2016-12-07 16:27:00,15,Wednesday
2346,Airport,171.0,Trip Completed,2016-12-07 19:17:00,2016-12-07 20:04:00,19,Wednesday
714,City,172.0,Trip Completed,2016-11-07 14:28:00,2016-11-07 15:34:00,14,Monday
792,Airport,172.0,Trip Completed,2016-11-07 17:01:00,2016-11-07 17:44:00,17,Monday
1341,Airport,172.0,Trip Completed,2016-11-07 23:26:00,2016-12-07 00:06:00,23,Monday
1745,City,172.0,Trip Completed,2016-12-07 08:22:00,2016-12-07 09:13:00,8,Wednesday
1971,City,172.0,Trip Completed,2016-12-07 12:08:00,2016-12-07 13:25:00,12,Wednesday
2632,City,172.0,Trip Completed,2016-12-07 22:19:00,2016-12-07 23:21:00,22,Wednesday
752,Airport,173.0,Trip Completed,2016-11-07 16:03:00,2016-11-07 17:08:00,16,Monday
1336,City,173.0,Trip Completed,2016-11-07 23:17:00,2016-11-07 23:52:00,23,Monday
1836,Airport,173.0,Trip Completed,2016-12-07 09:37:00,2016-12-07 10:19:00,9,Wednesday
2447,Airport,173.0,Trip Completed,2016-12-07 20:24:00,2016-12-07 21:36:00,20,Wednesday
426,City,174.0,Trip Completed,2016-11-07 08:48:00,2016-11-07 09:53:00,8,Monday
1320,City,174.0,Trip Completed,2016-11-07 22:52:00,2016-12-07 00:06:00,22,Monday
1588,City,174.0,Trip Completed,2016-12-07 06:32:00,2016-12-07 07:19:00,6,Wednesday
2375,Airport,174.0,Trip Completed,2016-12-07 19:38:00,2016-12-07 20:38:00,19,Wednesday
545,City,175.0,Trip Completed,2016-11-07 10:06:00,2016-11-07 10:42:00,10,Monday
778,City,175.0,Trip Completed,2016-11-07 16:39:00,2016-11-07 17:18:00,16,Monday
1289,City,175.0,Trip Completed,2016-11-07 22:26:00,2016-11-07 22:55:00,22,Monday
1654,Airport,175.0,Trip Completed,2016-12-07 07:23:00,2016-12-07 08:06:00,7,Wednesday
1945,Airport,175.0,Trip Completed,2016-12-07 11:33:00,2016-12-07 12:44:00,11,Wednesday
2460,City,175.0,Trip Completed,2016-12-07 20:29:00,2016-12-07 21:40:00,20,Wednesday
923,City,176.0,Trip Completed,2016-11-07 18:26:00,2016-11-07 19:37:00,18,Monday
1439,City,176.0,Trip Completed,2016-12-07 04:45:00,2016-12-07 05:19:00,4,Wednesday
2130,City,176.0,Trip Completed,2016-12-07 17:04:00,2016-12-07 17:46:00,17,Wednesday
863,City,177.0,Trip Completed,2016-11-07 17:55:00,2016-11-07 18:43:00,17,Monday
1324,City,177.0,Trip Completed,2016-11-07 22:59:00,2016-12-07 00:05:00,22,Monday
1666,City,177.0,Trip Completed,2016-12-07 07:37:00,2016-12-07 08:49:00,7,Wednesday
1797,Airport,177.0,Trip Completed,2016-12-07 09:15:00,2016-12-07 09:41:00,9,Wednesday
2279,Airport,177.0,Trip Completed,2016-12-07 18:38:00,2016-12-07 19:26:00,18,Wednesday
455,City,178.0,Trip Completed,2016-11-07 09:17:00,2016-11-07 10:12:00,9,Monday
651,Airport,178.0,Trip Completed,2016-11-07 12:45:00,2016-11-07 13:25:00,12,Monday
742,City,178.0,Trip Completed,2016-11-07 15:38:00,2016-11-07 16:25:00,15,Monday
828,Airport,178.0,Trip Completed,2016-11-07 17:35:00,2016-11-07 18:07:00,17,Monday
1701,City,178.0,Trip Completed,2016-12-07 07:58:00,2016-12-07 08:47:00,7,Wednesday
1985,City,178.0,Trip Completed,2016-12-07 12:24:00,2016-12-07 13:29:00,12,Wednesday
2277,City,178.0,Trip Completed,2016-12-07 18:39:00,2016-12-07 19:34:00,18,Wednesday
483,City,179.0,Trip Completed,2016-11-07 09:26:00,2016-11-07 10:04:00,9,Monday
628,Airport,179.0,Trip Completed,2016-11-07 12:19:00,2016-11-07 13:00:00,12,Monday
2285,City,179.0,Trip Completed,2016-12-07 18:34:00,2016-12-07 19:14:00,18,Wednesday
788,City,180.0,Trip Completed,2016-11-07 16:53:00,2016-11-07 17:54:00,16,Monday
1550,Airport,180.0,Trip Completed,2016-12-07 06:08:00,2016-12-07 07:14:00,6,Wednesday
2069,Airport,180.0,Trip Completed,2016-12-07 15:20:00,2016-12-07 15:55:00,15,Wednesday
2593,City,180.0,Trip Completed,2016-12-07 21:43:00,2016-12-07 22:35:00,21,Wednesday
1151,Airport,181.0,Trip Completed,2016-11-07 20:40:00,2016-11-07 21:38:00,20,Monday
1812,Airport,181.0,Trip Completed,2016-12-07 09:16:00,2016-12-07 10:09:00,9,Wednesday
1946,Airport,181.0,Trip Completed,2016-12-07 11:28:00,2016-12-07 12:32:00,11,Wednesday
2646,City,181.0,Trip Completed,2016-12-07 22:46:00,2016-12-07 23:45:00,22,Wednesday
325,City,182.0,Trip Completed,2016-11-07 07:34:00,2016-11-07 08:44:00,7,Monday
1015,City,182.0,Trip Completed,2016-11-07 19:15:00,2016-11-07 20:11:00,19,Monday
1308,City,182.0,Trip Completed,2016-11-07 22:41:00,2016-11-07 23:54:00,22,Monday
1667,City,182.0,Trip Completed,2016-12-07 07:42:00,2016-12-07 08:03:00,7,Wednesday
2436,Airport,182.0,Trip Completed,2016-12-07 20:15:00,2016-12-07 20:46:00,20,Wednesday
573,Airport,183.0,Trip Completed,2016-11-07 10:57:00,2016-11-07 11:30:00,10,Monday
789,City,183.0,Trip Completed,2016-11-07 16:54:00,2016-11-07 17:36:00,16,Monday
1525,City,183.0,Trip Completed,2016-12-07 05:48:00,2016-12-07 06:46:00,5,Wednesday
169,City,184.0,Trip Completed,2016-11-07 05:45:00,2016-11-07 06:48:00,5,Monday
537,City,184.0,Trip Completed,2016-11-07 10:05:00,2016-11-07 10:57:00,10,Monday
682,City,184.0,Trip Completed,2016-11-07 13:32:00,2016-11-07 14:19:00,13,Monday
1384,City,184.0,Trip Completed,2016-12-07 01:15:00,2016-12-07 02:18:00,1,Wednesday
2167,Airport,184.0,Trip Completed,2016-12-07 17:30:00,2016-12-07 18:30:00,17,Wednesday
2295,City,184.0,Trip Completed,2016-12-07 18:48:00,2016-12-07 19:12:00,18,Wednesday
616,Airport,185.0,Trip Completed,2016-11-07 12:05:00,2016-11-07 12:48:00,12,Monday
1056,City,185.0,Trip Completed,2016-11-07 19:49:00,2016-11-07 20:28:00,19,Monday
1903,City,185.0,Trip Completed,2016-12-07 10:36:00,2016-12-07 11:32:00,10,Wednesday
2643,City,185.0,Trip Completed,2016-12-07 22:37:00,2016-12-07 23:34:00,22,Wednesday
1345,Airport,186.0,Trip Completed,2016-11-07 23:37:00,2016-12-07 00:09:00,23,Monday
1874,Airport,186.0,Trip Completed,2016-12-07 09:56:00,2016-12-07 10:42:00,9,Wednesday
2413,City,186.0,Trip Completed,2016-12-07 20:02:00,2016-12-07 21:16:00,20,Wednesday
320,City,187.0,Trip Completed,2016-11-07 07:32:00,2016-11-07 08:44:00,7,Monday
717,City,187.0,Trip Completed,2016-11-07 14:52:00,2016-11-07 15:46:00,14,Monday
2074,City,187.0,Trip Completed,2016-12-07 15:32:00,2016-12-07 16:24:00,15,Wednesday
173,City,188.0,Trip Completed,2016-11-07 05:45:00,2016-11-07 06:30:00,5,Monday
698,City,188.0,Trip Completed,2016-11-07 14:00:00,2016-11-07 14:49:00,14,Monday
2039,Airport,188.0,Trip Completed,2016-12-07 14:29:00,2016-12-07 15:18:00,14,Wednesday
2467,Airport,188.0,Trip Completed,2016-12-07 20:34:00,2016-12-07 21:41:00,20,Wednesday
2676,Airport,188.0,Trip Completed,2016-12-07 23:53:00,,23,Wednesday
2445,City,190.0,Trip Completed,2016-12-07 20:18:00,2016-12-07 21:04:00,20,Wednesday
146,Airport,191.0,Trip Completed,2016-11-07 05:29:00,2016-11-07 06:08:00,5,Monday
652,Airport,191.0,Trip Completed,2016-11-07 12:43:00,2016-11-07 13:29:00,12,Monday
1947,Airport,191.0,Trip Completed,2016-12-07 11:33:00,2016-12-07 12:09:00,11,Wednesday
2236,Airport,191.0,Trip Completed,2016-12-07 18:16:00,2016-12-07 19:07:00,18,Wednesday
800,Airport,192.0,Trip Completed,2016-11-07 17:13:00,2016-11-07 17:56:00,17,Monday
1484,Airport,192.0,Trip Completed,2016-12-07 05:19:00,2016-12-07 05:55:00,5,Wednesday
1989,Airport,192.0,Trip Completed,2016-12-07 12:30:00,2016-12-07 13:01:00,12,Wednesday
392,Airport,193.0,Trip Completed,2016-11-07 08:23:00,2016-11-07 09:10:00,8,Monday
653,City,193.0,Trip Completed,2016-11-07 12:47:00,2016-11-07 13:53:00,12,Monday
1283,City,193.0,Trip Completed,2016-11-07 22:09:00,2016-11-07 23:18:00,22,Monday
1860,City,193.0,Trip Completed,2016-12-07 09:55:00,2016-12-07 10:32:00,9,Wednesday
1910,Airport,193.0,Trip Completed,2016-12-07 10:41:00,2016-12-07 11:27:00,10,Wednesday
2259,Airport,193.0,Trip Completed,2016-12-07 18:30:00,2016-12-07 19:36:00,18,Wednesday
21,Airport,194.0,Trip Completed,2016-11-07 01:29:00,2016-11-07 02:05:00,1,Monday
106,City,194.0,Trip Completed,2016-11-07 05:06:00,2016-11-07 05:38:00,5,Monday
512,Airport,194.0,Trip Completed,2016-11-07 09:47:00,2016-11-07 10:55:00,9,Monday
760,City,194.0,Trip Completed,2016-11-07 16:16:00,2016-11-07 16:54:00,16,Monday
1098,City,194.0,Trip Completed,2016-11-07 20:15:00,2016-11-07 21:03:00,20,Monday
1314,Airport,194.0,Trip Completed,2016-11-07 22:44:00,2016-11-07 23:51:00,22,Monday
564,Airport,195.0,Trip Completed,2016-11-07 10:20:00,2016-11-07 11:23:00,10,Monday
1271,Airport,195.0,Trip Completed,2016-11-07 22:00:00,2016-11-07 22:38:00,22,Monday
1647,Airport,195.0,Trip Completed,2016-12-07 07:13:00,2016-12-07 07:51:00,7,Wednesday
283,Airport,196.0,Trip Completed,2016-11-07 07:01:00,2016-11-07 07:32:00,7,Monday
489,City,196.0,Trip Completed,2016-11-07 09:29:00,2016-11-07 10:21:00,9,Monday
1559,Airport,196.0,Trip Completed,2016-12-07 06:09:00,2016-12-07 06:53:00,6,Wednesday
2545,Airport,196.0,Trip Completed,2016-12-07 21:20:00,2016-12-07 21:53:00,21,Wednesday
335,City,197.0,Trip Completed,2016-11-07 07:39:00,2016-11-07 08:23:00,7,Monday
558,City,197.0,Trip Completed,2016-11-07 10:15:00,2016-11-07 11:12:00,10,Monday
844,City,197.0,Trip Completed,2016-11-07 17:38:00,2016-11-07 18:48:00,17,Monday
1186,City,197.0,Trip Completed,2016-11-07 21:05:00,2016-11-07 22:16:00,21,Monday
1705,City,197.0,Trip Completed,2016-12-07 08:08:00,2016-12-07 09:00:00,8,Wednesday
2469,Airport,197.0,Trip Completed,2016-12-07 20:43:00,2016-12-07 21:35:00,20,Wednesday
11,City,198.0,Trip Completed,2016-11-07 01:00:00,2016-11-07 01:53:00,1,Monday
519,City,198.0,Trip Completed,2016-11-07 09:43:00,2016-11-07 10:54:00,9,Monday
1994,Airport,198.0,Trip Completed,2016-12-07 12:49:00,2016-12-07 13:48:00,12,Wednesday
2483,Airport,198.0,Trip Completed,2016-12-07 20:46:00,2016-12-07 21:53:00,20,Wednesday
2635,City,198.0,Trip Completed,2016-12-07 22:26:00,2016-12-07 23:33:00,22,Wednesday
165,Airport,199.0,Trip Completed,2016-11-07 05:39:00,2016-11-07 06:11:00,5,Monday
1706,City,199.0,Trip Completed,2016-12-07 08:11:00,2016-12-07 09:12:00,8,Wednesday
1821,Airport,199.0,Trip Completed,2016-12-07 09:31:00,2016-12-07 10:36:00,9,Wednesday
2629,City,199.0,Trip Completed,2016-12-07 22:13:00,2016-12-07 22:51:00,22,Wednesday
590,City,200.0,Trip Completed,2016-11-07 11:20:00,2016-11-07 12:10:00,11,Monday
779,Airport,200.0,Trip Completed,2016-11-07 16:40:00,2016-11-07 17:14:00,16,Monday
1085,City,200.0,Trip Completed,2016-11-07 20:03:00,2016-11-07 20:58:00,20,Monday
1435,City,200.0,Trip Completed,2016-12-07 04:46:00,2016-12-07 05:55:00,4,Wednesday
2007,City,200.0,Trip Completed,2016-12-07 13:24:00,2016-12-07 14:24:00,13,Wednesday
2381,City,200.0,Trip Completed,2016-12-07 19:41:00,2016-12-07 20:53:00,19,Wednesday
406,Airport,201.0,Trip Completed,2016-11-07 08:36:00,2016-11-07 09:34:00,8,Monday
740,Airport,201.0,Trip Completed,2016-11-07 15:35:00,2016-11-07 16:15:00,15,Monday
1312,City,201.0,Trip Completed,2016-11-07 22:48:00,2016-11-07 23:37:00,22,Monday
1540,Airport,201.0,Trip Completed,2016-12-07 06:04:00,2016-12-07 06:55:00,6,Wednesday
1962,City,201.0,Trip Completed,2016-12-07 11:59:00,2016-12-07 13:01:00,11,Wednesday
2173,Airport,201.0,Trip Completed,2016-12-07 17:34:00,2016-12-07 18:33:00,17,Wednesday
197,City,202.0,Trip Completed,2016-11-07 06:00:00,2016-11-07 06:49:00,6,Monday
819,Airport,202.0,Trip Completed,2016-11-07 17:29:00,2016-11-07 18:12:00,17,Monday
1527,Airport,202.0,Trip Completed,2016-12-07 05:52:00,2016-12-07 07:07:00,5,Wednesday
220,Airport,203.0,Trip Completed,2016-11-07 06:11:00,2016-11-07 06:55:00,6,Monday
909,Airport,203.0,Trip Completed,2016-11-07 18:16:00,2016-11-07 19:07:00,18,Monday
1306,Airport,203.0,Trip Completed,2016-11-07 22:39:00,2016-11-07 23:46:00,22,Monday
583,Airport,204.0,Trip Completed,2016-11-07 11:08:00,2016-11-07 11:58:00,11,Monday
772,City,204.0,Trip Completed,2016-11-07 16:25:00,2016-11-07 17:36:00,16,Monday
1142,City,204.0,Trip Completed,2016-11-07 20:42:00,2016-11-07 21:40:00,20,Monday
1436,City,204.0,Trip Completed,2016-12-07 04:46:00,2016-12-07 05:22:00,4,Wednesday
1986,City,204.0,Trip Completed,2016-12-07 12:32:00,2016-12-07 13:05:00,12,Wednesday
2508,Airport,204.0,Trip Completed,2016-12-07 21:04:00,2016-12-07 22:00:00,21,Wednesday
542,Airport,205.0,Trip Completed,2016-11-07 10:06:00,2016-11-07 11:02:00,10,Monday
605,Airport,205.0,Trip Completed,2016-11-07 11:42:00,2016-11-07 12:31:00,11,Monday
1908,Airport,205.0,Trip Completed,2016-12-07 10:35:00,2016-12-07 11:40:00,10,Wednesday
297,Airport,206.0,Trip Completed,2016-11-07 07:13:00,2016-11-07 07:43:00,7,Monday
501,City,206.0,Trip Completed,2016-11-07 09:37:00,2016-11-07 10:10:00,9,Monday
826,City,206.0,Trip Completed,2016-11-07 17:32:00,2016-11-07 18:39:00,17,Monday
2339,City,206.0,Trip Completed,2016-12-07 19:19:00,2016-12-07 20:12:00,19,Wednesday
876,Airport,207.0,Trip Completed,2016-11-07 17:58:00,2016-11-07 18:33:00,17,Monday
1318,City,207.0,Trip Completed,2016-11-07 22:51:00,2016-11-07 23:45:00,22,Monday
1477,Airport,207.0,Trip Completed,2016-12-07 05:16:00,2016-12-07 06:13:00,5,Wednesday
2084,Airport,207.0,Trip Completed,2016-12-07 15:46:00,2016-12-07 16:40:00,15,Wednesday
2354,Airport,207.0,Trip Completed,2016-12-07 19:25:00,2016-12-07 20:09:00,19,Wednesday
1278,City,208.0,Trip Completed,2016-11-07 22:03:00,2016-11-07 23:05:00,22,Monday
2037,City,208.0,Trip Completed,2016-12-07 14:13:00,2016-12-07 15:04:00,14,Wednesday
2567,Airport,208.0,Trip Completed,2016-12-07 21:37:00,2016-12-07 22:26:00,21,Wednesday
2008,Airport,209.0,Trip Completed,2016-12-07 13:23:00,2016-12-07 14:28:00,13,Wednesday
1551,City,210.0,Trip Completed,2016-12-07 06:10:00,2016-12-07 06:54:00,6,Wednesday
2041,City,210.0,Trip Completed,2016-12-07 14:24:00,2016-12-07 15:13:00,14,Wednesday
2666,City,210.0,Trip Completed,2016-12-07 23:40:00,,23,Wednesday
1471,City,211.0,Trip Completed,2016-12-07 05:09:00,2016-12-07 06:01:00,5,Wednesday
1808,Airport,211.0,Trip Completed,2016-12-07 09:13:00,2016-12-07 10:30:00,9,Wednesday
2017,City,211.0,Trip Completed,2016-12-07 13:43:00,2016-12-07 14:22:00,13,Wednesday
575,Airport,212.0,Trip Completed,2016-11-07 10:59:00,2016-11-07 11:51:00,10,Monday
753,Airport,212.0,Trip Completed,2016-11-07 15:58:00,2016-11-07 17:05:00,15,Monday
999,City,212.0,Trip Completed,2016-11-07 19:06:00,2016-11-07 20:20:00,19,Monday
1534,Airport,212.0,Trip Completed,2016-12-07 05:59:00,2016-12-07 06:58:00,5,Wednesday
1773,Airport,212.0,Trip Completed,2016-12-07 08:57:00,2016-12-07 10:03:00,8,Wednesday
1890,City,212.0,Trip Completed,2016-12-07 10:08:00,2016-12-07 11:16:00,10,Wednesday
2609,Airport,212.0,Trip Completed,2016-12-07 22:00:00,2016-12-07 22:56:00,22,Wednesday
87,City,213.0,Trip Completed,2016-11-07 04:46:00,2016-11-07 05:26:00,4,Monday
859,City,213.0,Trip Completed,2016-11-07 17:49:00,2016-11-07 18:45:00,17,Monday
1170,City,213.0,Trip Completed,2016-11-07 20:55:00,2016-11-07 21:28:00,20,Monday
2511,City,213.0,Trip Completed,2016-12-07 21:07:00,2016-12-07 22:15:00,21,Wednesday
600,City,214.0,Trip Completed,2016-11-07 11:38:00,2016-11-07 12:47:00,11,Monday
2053,Airport,214.0,Trip Completed,2016-12-07 14:50:00,2016-12-07 15:56:00,14,Wednesday
2256,Airport,214.0,Trip Completed,2016-12-07 18:25:00,2016-12-07 18:53:00,18,Wednesday
214,City,215.0,Trip Completed,2016-11-07 06:13:00,2016-11-07 06:53:00,6,Monday
423,City,215.0,Trip Completed,2016-11-07 08:36:00,2016-11-07 09:21:00,8,Monday
